title,url
Ultrathin_porous_Co_3_O_4_nanoplates_as_highly_eff,https://pubs.rsc.org/en/content/articlehtml/2015/ta/c4ta07214f
Transforming_Co3O4_nanosheets_into_porous_Ndoped_C,https://www.sciencedirect.com/science/article/pii/S2095495618306351
DefectsInduced_InPlane_Heterophase_in_Cobalt_Oxide,https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.201904903
Simple_Chemical_Solution_Deposition_of_Co3O4_Thin_,https://pubs.acs.org/doi/abs/10.1021/acsami.5b06189
Coexisting_SingleAtomic_Fe_and_Ni_Sites_on_Hierarc,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.202004670
FeNC_SingleAtom_Catalyst_with_Hierarchical_Porous_,https://pubs.acs.org/doi/abs/10.1021/acsenergylett.3c01998
Unraveling_the_highactivity_nature_of_FeNC_electro,https://pubs.rsc.org/en/content/articlehtml/2019/ta/c9ta02338k
Ordered_Hierarchically_Micro_and_Mesoporous_FeNxEm,https://pubs.acs.org/doi/abs/10.1021/cs401257j
Singleatom_oxygen_reduction_reaction_electrocataly,https://pubs.rsc.org/en/content/articlehtml/2021/ta/d0ta11208a
SimpleCubic_Carbon_Frameworks_with_Atomically_Disp,https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.7b00004
A_rational_synthesis_of_singleatom_ironnitrogen_el,https://pubs.rsc.org/en/content/articlehtml/2020/ta/d0ta04798h
3D_Porous_FeNC_Spherical_Nanostructures_As_HighPer,https://pubs.acs.org/doi/abs/10.1021/acsami.7b12666
Singleatomic_ironnitrogen_2D_MOForiginated_hierarc,https://www.sciencedirect.com/science/article/pii/S1385894722013481
3D_Ndoped_ordered_mesoporous_carbon_supported_sing,https://www.sciencedirect.com/science/article/pii/S0926337320308262
CatalystFree_Synthesis_of_NitrogenDoped_Graphene_v,https://pubs.acs.org/doi/abs/10.1021/nn103584t
Ndoped_graphenecarbon_composite_as_nonprecious_met,https://www.sciencedirect.com/science/article/pii/S0013468612011395
Efficient_approach_to_ironnitrogen_codoped_graphen,https://pubs.rsc.org/en/content/articlehtml/2015/ta/c5ta00556f
Graphitic_carbon_nitrides_supported_by_nitrogendop,https://www.sciencedirect.com/science/article/pii/S1572665715002337
Hierarchically_porous_graphene_sheets_and_graphiti,https://pubs.rsc.org/en/content/articlehtml/2013/ta/c3ta14158f
Active_sites_of_nitrogendoped_carbon_materials_for,https://www.science.org/doi/abs/10.1126/science.aad0832
Graphenenitrogendoped_porous_carbon_sandwiches_for,https://pubs.rsc.org/en/content/articlehtml/2016/ta/c6ta04578b
IronNitrogenDoped_Vertically_Aligned_Carbon_Nanotu,https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.201503613
In_situ_nitrogendoped_nanoporous_carbon_nanocables,https://pubs.rsc.org/en/content/articlehtml/2014/ta/c4ta01780c
A_Facile_and_General_Approach_for_the_Direct_Fabri,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201305513
Role_of_Graphitic_Edge_Plane_Exposure_in_Carbon_Na,https://pubs.acs.org/doi/abs/10.1021/jp104074t
Highly_stable_nitrogendoped_carbon_nanotubes_deriv,https://www.sciencedirect.com/science/article/pii/S221128551930480X
BambooLike_NitrogenDoped_Carbon_Nanotubes_with_Co_,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/chem.201502040
A_KClassisted_pyrolysis_strategy_to_fabricate_nitr,https://pubs.rsc.org/en/content/articlehtml/2019/ta/c9ta07481c
Bamboolike_Carbon_NanotubeFe3C_Nanoparticle_Hybrid,https://pubs.acs.org/doi/abs/10.1021/ja5129132
Hollow_Ndoped_carbon_nanoflowers_with_nanosheets_s,https://www.sciencedirect.com/science/article/pii/S1385894721045459
Electrocatalytic_activity_of_nitrogen_doped_carbon,https://www.sciencedirect.com/science/article/pii/S0013468610004597
Identification_of_Efficient_Active_Sites_in_Nitrog,https://pubs.acs.org/doi/abs/10.1021/acs.jpcc.9b11090
Nonnoble_metal_oxygen_reduction_electrocatalysts_b,https://www.sciencedirect.com/science/article/pii/S0378775310016903
Nitrogen_doped_carbon_nanotubes_and_their_impact_o,https://www.sciencedirect.com/science/article/pii/S0008622310002897
Nitrogendoped_carbon_nanotubes_with_high_activity_,https://www.sciencedirect.com/science/article/pii/S0360319910022408
Electrocatalytic_Activity_and_Stability_of_Nitroge,https://pubs.acs.org/doi/abs/10.1021/jp811320d
Highly_Active_NitrogenDoped_Carbon_Nanotubes_for_O,https://pubs.acs.org/doi/abs/10.1021/jp908067v
Activity_Selectivity_and_AnionExchange_Membrane_Fu,https://pubs.acs.org/doi/abs/10.1021/jp210840a
Revealing_the_Origin_of_Activity_in_NitrogenDoped_,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/cssc.201600202
Achieving_Highly_Efficient_Selective_and_Stable_CO,https://pubs.acs.org/doi/abs/10.1021/acsnano.5b01079
Atomically_Dispersed_NickelI_on_an_AlloyEncapsulat,https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.202002984
A_novel_NFeDecorated_carbon_nanotubecarbon_nanoshe,https://www.sciencedirect.com/science/article/pii/S0013468618307795
Highly_active_metallic_nickel_sites_confined_in_Nd,https://www.sciencedirect.com/science/article/pii/S0008622319304555
Carbon_nanotubes_with_rich_pyridinic_nitrogen_for_,https://www.sciencedirect.com/science/article/pii/S0926337319302632
Loading_SingleNi_Atoms_on_Assembled_Hollow_NRich_C,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.202105204
Atomically_Dispersed_Transition_Metals_on_Carbon_N,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.201706287
Activation_and_Stabilization_of_NitrogenDoped_Carb,https://pubs.acs.org/doi/abs/10.1021/jp4059438
Nitrogen_doped_carbon_nanotubes_synthesized_from_a,https://www.sciencedirect.com/science/article/pii/S0013468610015124
Active_sites_for_oxygen_reduction_reaction_on_nitr,https://www.sciencedirect.com/science/article/pii/S0008622316309861
Enhanced_oxygen_reduction_reaction_activity_of_nit,https://www.sciencedirect.com/science/article/pii/S0360319915315640
Carbon_Nitride_Anchored_on_a_NitrogenDoped_Carbon_,https://pubs.acs.org/doi/abs/10.1021/acsami.0c13656
Nitrogensulfur_codoped_helical_graphene_nanoribbon,https://www.sciencedirect.com/science/article/pii/S0008622315305625
BoronNitrogen_CoDoped_Helically_Unzipped_Multiwall,https://pubs.acs.org/doi/abs/10.1021/acsami.5b01067
Applications_of_Carbon_Nanotubes_in_Oxygen_Electro,https://pubs.acs.org/doi/abs/10.1021/acsami.1c08104
Toward_Full_Exposure_of_Active_Sites_Nanocarbon_El,https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.201401264
Transition_metals_Fe_Co_and_Ni_encapsulated_in_nit,https://pubs.rsc.org/en/content/articlehtml/2016/ta/c5ta10551j
Highly_dispersed_Co4N_nanoparticles_coated_by_gC3N,https://www.sciencedirect.com/science/article/pii/S1385894720340730
Controllable_active_sites_and_facile_synthesis_of_,https://www.sciencedirect.com/science/article/pii/S2095495618309288
Highvalent_Zirconiumdoping_modified_Co3O4_weavelik,https://www.sciencedirect.com/science/article/pii/S0925838821025810
Crystal_planedependent_electrocatalytic_activity_o,https://www.sciencedirect.com/science/article/pii/S1566736715001582
Embedding_Ultrafine_Metal_Oxide_Nanoparticles_in_M,https://pubs.acs.org/doi/abs/10.1021/acsnano.9b08458
CobaltIron_Oxide_Nanoarrays_Supported_on_Carbon_Fi,https://pubs.acs.org/doi/abs/10.1021/acsami.8b15357
Efficient_Electronic_Transport_in_Partially_Disord,https://pubs.acs.org/doi/abs/10.1021/acsaem.0c00190
Fedoped_Co3O4C_nanoparticles_derived_from_layered_,https://www.sciencedirect.com/science/article/pii/S2095495618304145
Tuning_Oxygen_Vacancies_in_Co3O4_Nanorods_through_,https://pubs.acs.org/doi/abs/10.1021/acs.energyfuels.3c00034
Controlled_Synthesis_of_Co3O4_Electrocatalysts_wit,https://www.sciencedirect.com/science/article/pii/S1452398123058558
Morphologycontrolled_fabrication_of_Co3O4_nanostru,https://www.sciencedirect.com/science/article/pii/S0925838816310386
High_electrochemical_stability_and_lowagglomeratio,https://www.sciencedirect.com/science/article/pii/S0360319923009862
Facile_Preparation_of_Ultrathin_Co3O4Nanocarbon_Co,https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/chem.201700225
Hierarchical_ZnxCo3xO4_Nanoarrays_with_High_Activi,https://pubs.acs.org/doi/abs/10.1021/cm4040903
Morphology_control_of_Co3O4_with_nickel_incorporat,https://www.sciencedirect.com/science/article/pii/S0169433220329780
Facile_Synthesis_of_FeDoped_CoO_Nanotubes_as_HighE,https://onlinelibrary.wiley.com/doi/abs/10.1002/sstr.202100211
Porous_cobalt_oxide_nanoplates_enriched_with_oxyge,https://www.sciencedirect.com/science/article/pii/S2211285517307012
Engineering_Catalytic_Active_Sites_on_Cobalt_Oxide,https://onlinelibrary.wiley.com/doi/abs/10.1002/aenm.201702222
The_regulation_mechanism_of_cationic_substitution_,https://www.sciencedirect.com/science/article/pii/S0021951722000392
Co3O4xCarbonFe2yCoyO3_Heterostructural_Hollow_Poly,https://pubs.acs.org/doi/abs/10.1021/acsami.7b09213
Nanostructured_Co3O4_electrocatalyst_for_OER_The_r,https://www.sciencedirect.com/science/article/pii/S0013468621016285
Structural_evolution_of_CoMoO4_to_CoOOH_by_ion_ele,https://www.sciencedirect.com/science/article/pii/S0378775319312455
Ce_SingleAtom_Incorporation_Enhances_the_Oxygen_Ev,https://pubs.acs.org/doi/abs/10.1021/acs.inorgchem.3c03592
Amorphous_film_of_cerium_doped_cobalt_oxide_as_a_h,https://pubs.rsc.org/en/content/articlehtml/2019/ta/c9ta00061e
Regulating_the_FeN4_Moiety_by_Constructing_FeMo_Du,https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.2c03623
MesoporeRich_FeNC_Catalyst_with_FeN4ONC_SingleAtom,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.202202544
Synergies_of_Fe_Single_Atoms_and_Clusters_on_NDope,https://onlinelibrary.wiley.com/doi/abs/10.1002/smtd.202001165
Edgesited_FeN4_atomic_species_improve_oxygen_reduc,https://www.sciencedirect.com/science/article/pii/S0926337320300084
Roles_of_FeNx_and_FeFe3CC_Species_in_FeNC_Electroc,https://pubs.acs.org/doi/abs/10.1021/acsami.6b13417
Facile_Synthesis_of_NanoSiGraphiteCarbon_Anode_thr,https://www.sciencedirect.com/science/article/pii/S0008622324007619
MicrowaveIrradiationAssisted_Combustion_toward_Mod,https://pubs.acs.org/doi/abs/10.1021/acsami.7b16418
Prompt_microwaveassisted_synthesis_of_carbon_coate,https://www.sciencedirect.com/science/article/pii/S016727382030463X
In_Situ_Mechanistic_Elucidation_of_Superior_SiCGra,https://onlinelibrary.wiley.com/doi/abs/10.1002/aenm.201902799
Facile_conversion_of_activated_carbon_to_battery_a,https://www.sciencedirect.com/science/article/pii/S000862231630210X
Constructing_adaptive_siliconcarbon_interconnected,https://www.sciencedirect.com/science/article/pii/S0008622324004147
Soft_carbon_filled_in_expanded_graphite_layer_pore,https://www.sciencedirect.com/science/article/pii/S000862232400719X
PlasmaEngraved_Co3O4_Nanosheets_with_Oxygen_Vacanc,https://onlinelibrary.wiley.com/doi/full/10.1002/ange.201600687
C60Adsorbed_SingleWalled_Carbon_Nanotubes_as_Metal,https://pubs.acs.org/doi/10.1021/jacs.9b05006
Unveiling_the_Electrolyte_Cations_Dependent_Kineti,https://onlinelibrary.wiley.com/doi/abs/10.1002/ange.202313886
Operando_Identification_of_the_Dynamic_Behavior_of,https://pubs.acs.org/doi/abs/10.1021/jacs.0c00257
CobaltIron_Oxyhydroxide_Oxygen_Evolution_Electroca,https://pubs.acs.org/doi/abs/10.1021/jacs.5b00281
